GeneID	Annotation	Class	TranscriptLength
Tb927.3.1650	hypothetical protein	ZUnknown	528
Tb927.3.1660	hypothetical protein, conserved	ZUnknown	2681
Tb927.3.1670	hypothetical protein, conserved	ZUnknown	4073
Tb927.3.1680	eIF3F	Translation	1619
Tb927.3.1690	Mitochondrial ATP synthase subunit, putative	Mito.pathway	745
Tb927.3.1700	DAG acyltransferase	Lipids	1551
Tb927.3.1710	Mitchondrial LSU ribosomal protein	Mito.translation	1345
Tb927.3.1720	hypothetical protein, conserved	Mito.pathway	1351
Tb927.3.1730	hypothetical protein, conserved	Mito.pathway	974
Tb927.3.1740	hypothetical protein, conserved	ZUnknown	3062
Tb927.3.1750	rev7, putative,mitotic spindle checkpoint component, Mad2-like HORMA domain	Cell.cycle	907
Tb927.3.1760	chaperone protein DNAj, putative	Chaperone	1105
Tb927.3.1770	leucine-rich repeat protein (LRRP)	LRRP	2914
Tb927.3.1780	LSm8	RNA.processing	661
Tb927.3.1790	pyruvate dehydrogenase E1 beta subunit, putative	Citric.acid.cycle	2466
Tb927.3.1800	hypothetical protein, conserved,linked to nifurtimox efficacy and potential resistance, Arg-rich domain at C-terminus	ZUnknown	4944
Tb927.3.1810	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	1529
Tb927.3.1820	mitochondrial RNA binding complex 1 subunit (MRB1820)	Mito.RNA	1968
Tb927.3.1830	TbRMI1, DNA recombination and antigenic switching	DNA	1502
Tb927.3.1840	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	Sterols	1373
Tb927.3.1850	Protein kinase domain containing protein, putative	ZUnknown	1946
Tb927.3.1860	ATP-grasp domain containing protein, putative	ZUnknown	2845
Tb927.3.1870	CHAP domain containing protein, putative	ZUnknown	1744
Tb927.3.1880	hypothetical protein, conserved, trypanosome-specific	ZUnknown	2313
Tb927.3.1890	cytochrome c oxidase assembly protein, putative	Mito.pathway	1442
Tb927.3.1900	hypothetical protein, conserved	ZUnknown	2631
Tb927.3.1910	hypothetical protein, conserved, histone RNA binding domain 259-326	RNA.binding	6571
Tb927.3.1920	NOT5	RNA.degradation	2762
Tb927.3.1930	CDC40 / PRP17	RNA.processing	1850
Tb927.3.1940	hypothetical protein, possible component of cytochorome oxidase complex	Mito.e.transport	1346
Tb927.3.1960	hypothetical protein, conserved	ZUnknown	3667
Tb927.3.1970	DNA / pantothenate metabolism flavoprotein, putative	ZUnknown	1381
Tb927.3.1980	hypothetical protein, conserved	ZUnknown	1020
Tb927.3.1990	Tetratricopeptide repeat, putative	ZUnknown	2276
Tb927.3.2000	RBP21	RNA.binding	1205
Tb927.3.2010	hypothetical protein, conserved	Mito.pathway	1913
Tb927.3.2020	kinesin	Cytoskeleton	2241
Tb927.3.2030	acylphosphatase, putative	Lipids	764
Tb927.3.2040	kinesin, Kinesin-16	Cytoskeleton	4359
Tb927.3.2050	hypothetical protein, conserved, no domains, poly(Q) tracts, K-specific	ZUnknown	5160
Tb927.3.2060	protein kinase, putative	Protein.kinase	2959
Tb927.3.2070	hypothetical protein, conserved	ZUnknown	4489
Tb927.3.2080	hypothetical protein, conserved	Mito.pathway	910
Tb927.3.2090	aminopeptidase P1, putative,metallo-peptidase, Clan MG, Family M24	Protease	2583
Tb927.3.2100	hypothetical protein, conserved	ZUnknown	2113
Tb927.3.2110	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	3221
Tb927.3.2120	hypothetical protein, conserved	ZUnknown	1841
Tb927.3.2130	RNA pseudouridylate synthase, putative	Mito.pathway	3298
Tb927.3.2140	transcription activator, putative	RNA.synthesis	3032
Tb927.3.2150	protein phosphatase 2C, putative	Protein.phosphatase	1445
Tb927.3.2160	Rieske-like [2Fe-2S] domain containing protein, putative	ZUnknown	1751
Tb927.3.2170	EF2 translation elongation factor EF-2, putative	Translation	2987
Tb927.3.2180	Mitochondrial ATP synthase subunit, putative	Mito.pathway	1017
Tb927.3.2190	RNA triphosphatase (TbCET1) forms CAP0 on SL	RNA.processing	985
Tb927.3.2200	TPR repeat, putative	ZUnknown	1278
Tb927.3.2210	KIF-1 binding protein C terminal, putative	ZUnknown	2369
Tb927.3.2220	eIF3j	Translation	857
Tb927.3.2230	succinyl-CoA synthetase alpha subunit, putative	Citric.acid.cycle	1673
Tb927.3.2240	BRO1-like domain containing protein, putative	ZUnknown	1200
Tb927.3.2250	hypothetical protein, conserved	ZUnknown	902
Tb927.3.2260	Mitchondrial SSU ribosomal protein	Mito.translation	758
Tb927.3.2270	hypothetical protein, conserved	ZUnknown	1428
Tb927.3.2280	vacuolar sorting protein 33 , putative	Lysosome	1807
Tb927.3.2290	chaperone protein DNAj, putative	Chaperone	1122
Tb927.3.2300	DNL zinc finger, putative	Mito.pathway	677
Tb927.3.2310	flagellar component,PACRGA	Cytoskeleton	1289
Tb927.3.2320	COP9 signalosome complex subunit 2, putative	Vesicular.transport	2457
Tb927.3.2330	KKT17 Kinetochore protein	Cell.cycle	3211
Tb927.3.2340	PEX2 peroxin-2,glycosome import protein (gim1)	Glycosome	1360
Tb927.3.2350	hypothetical protein, conserved	ZUnknown	623
Tb927.3.2360	hypothetical protein, conserved	ZUnknown	1658
Tb927.3.2370	hypothetical protein, conserved	Mito.pathway	784
Tb927.3.2380	hypothetical protein, conserved	ZUnknown	377
Tb927.3.2390	hypothetical protein, conserved	ZUnknown	1516
Tb927.3.2400	palmitoyl acyltransferase 10, putative	Lipids	1258
Tb927.3.2410	PEX10 peroxisome assembly protein	Glycosome	1054
Tb927.3.2420	Microsomal signal peptidase 12 kDa subunit (SPC12), putative	ZUnknown	605
Tb927.3.2430	Vacuolar sorting protein 9 (VPS9) domain containing protein, putative	ZUnknown	2829
Tb927.3.2440	AEK1 	Protein.kinase	1582
Tb927.3.2450	hypothetical protein, conserved	ZUnknown	498
Tb927.3.2460	hypothetical protein, conserved	ZUnknown	1088
Tb927.3.2470	PUF8	rRNA.tRNA.process	3944
Tb927.3.2480	Arv1-like family, putative	ZUnknown	2556
Tb927.3.2490	P-loop nucloside phosphate hydrolase, PH domain-like	RNA.degradation	3150
Tb927.3.2550	hypothetical protein, conserved	ZUnknown	657
Tb927.3.2560	hypothetical protein, conserved	ZUnknown	657
Tb927.3.2580	Fam5 cell surface protein	Membrane.protein	756
Tb927.3.2590	hypothetical protein	ZUnknown	918
Tb927.3.2600	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue	RNA.helicase	7174
Tb927.3.2610	GPI inositol deacylase 2 (GPIdeAc2)	GPI.anchors	2953
Tb927.3.2620	hypothetical protein, conserved	ZUnknown	7519
Tb927.3.2630	hypothetical protein, conserved	ZUnknown	3321
Tb927.3.2640	hypothetical protein, conserved	ZUnknown	1158
Tb927.3.2650	cytochrome c oxidase copper chaperone, putative	Mito.e.transport	640
Tb927.3.2660	TatD related DNase, putative	ZUnknown	2309
Tb927.3.2670	hypothetical protein, conserved	Mito.pathway	879
Tb927.3.2680	Ubiquitin-like domain containing protein, putative	ZUnknown	2027
Tb927.3.2690	serine/threonine-protein kinase, putative,protein kinase, putative	Protein.kinase	4268
Tb927.3.2700	hypothetical protein, conserved	ZUnknown	2076
Tb927.3.2710	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	Glucose.glycerol	4534
Tb927.3.2720	hypothetical protein	ZUnknown	1760
Tb927.3.2730	hypothetical protein, trypanosoma specific	ZUnknown	5346
Tb927.3.2740	hypothetical protein, conserved	ZUnknown	1198
Tb927.3.2750	hypothetical protein, conserved	ZUnknown	3178
Tb927.3.2760	hypothetical protein, conserved	ZUnknown	4775
Tb927.3.2770	hypothetical protein, conserved	ZUnknown	3897
Tb927.3.2780	hypothetical protein, conserved	ZUnknown	3309
Tb927.3.2790	leucine-rich repeat protein (LRRP)	LRRP	3537
Tb927.3.2800	hypothetical protein	ZUnknown	2051
Tb927.3.2810	hypothetical protein, conserved	ZUnknown	5177
Tb927.3.2820	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	2269
Tb927.3.2830	brix domain containing protein, putative	ZUnknown	1535
Tb927.3.2840	inorganic pyrophosphatase, putative	Phosphatase	1292
Tb927.3.2850	Got1/Sft2-like family, putative	ZUnknown	1037
Tb927.3.2860	hypothetical protein, conserved	ZUnknown	903
Tb927.3.2870	multicopper oxidase, putative	ZUnknown	2742
Tb927.3.2880	Mitochondrial ATP synthase subunit, putative	Mito.pathway	1152
Tb927.3.2890	radial spoke protein RSP10, putative	Cytoskeleton	1890
Tb927.3.2900	EF-2 alpha, elongation initiation factor 2 alpha subunit, 	Translation	1623
Tb927.3.2910	hypothetical protein, conserved	ZUnknown	424
Tb927.3.2920	hypothetical protein, conserved	ZUnknown	1140
Tb927.3.2930	RBP6	RNA.binding	1312
Tb927.3.2940	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	1182
Tb927.3.2950	ribonuclease inhibitor- like protein LRRP-like	LRRP	3070
Tb927.3.2960	inosine-adenosine-guanosine-nucleosidehydrolase (IAGNH)	Nucleotides	1194
Tb927.3.2970	hypothetical protein, conserved	ZUnknown	832
Tb927.3.2980	mitochondrial carrier protein, MCP17	Mito.transport	1299
Tb927.3.2990	hypothetical protein, conserved	ZUnknown	920
Tb927.3.3000	flagellar transport protein, putative (PIFTC3)	Cytoskeleton	2443
Tb927.3.3010	hypothetical protein, conserved	ZUnknown	595
Tb927.3.3020	actin-like protein, putative	Cytoskeleton	1025
Tb927.3.3030	hypothetical protein, conserved, START (lipid-binding) domain, homologue of human NP_006636.2, probable role in phosphlipid transfer across membranes	Lipids	2231
Tb927.3.3040	Right handed beta helix region, putative	ZUnknown	1735
Tb927.3.3050	hypothetical protein, conserved	ZUnknown	3222
Tb927.3.3060	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown	3868
Tb927.3.3070	3', 5'-cyclic nucleotide phosphodiesterase, putative (PDEC)	Signalling	2797
Tb927.3.3080	NEK6 protein kinase	Protein.kinase	1986
Tb927.3.3090	helicase, putative	DNA	3596
Tb927.3.3100	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative	Chaperone	990
Tb927.3.3110	Nuclear condensing complex subunits, C-term domain containing protein, putative	ZUnknown	3534
Tb927.3.3120	hypothetical protein, conserved	ZUnknown	1707
Tb927.3.3130	POMP24	Mito.membrane	6082
Tb927.3.3140	hypothetical protein, conserved	ZUnknown	1019
Tb927.3.3150	hypothetical protein, conserved	ZUnknown	2439
Tb927.3.3160	poly(A) polymerase,polynucleotide adenylyltransferase (PAP). Cis-spliced.	RNA.processing	2063
Tb927.3.3170	hypothetical protein, conserved	ZUnknown	2383
Tb927.3.3190	NEK7 protein kinase	Protein.kinase	3388
Tb927.3.3200	Domain of unknown function (DUF4586), putative	ZUnknown	2177
Tb927.3.3210	hypothetical protein	ZUnknown	972
Tb927.3.3220	RNA polymerase-associated protein CTR9, putative	RNA.synthesis	2857
Tb927.3.3230	NOL1/NOP2/sun family, putative	ZUnknown	1890
Tb927.3.3240	hypothetical protein, conserved	ZUnknown	728
Tb927.3.3250	hypothetical protein, conserved	ZUnknown	1228
Tb927.3.3260	hypothetical protein, conserved, kinetoplastid-specific, poly(E) repeats	ZUnknown	1196
Tb927.3.3270	ATP-dependent phosphofructokinase (TbPFK)	Glucose.glycerol	2483
Tb927.3.3280	vacuolar protein sorting-associated protein 4, putative (VPS4)	Lysosome	2472
Tb927.3.3290	protein kinase, putative	Protein.kinase	1982
Tb927.3.3300	FAZ19 flagellar attachment zone protein	Cytoskeleton	3428
Tb927.3.3310	60S ribosomal protein L13	Ribosome	710
Tb927.3.3330	heat shock protein 20, putative	Chaperone	1003
Tb927.3.3340	3', 5'-cyclic nucleotide phosphodiesterase, putative (PDED)	Lipids	3866
Tb927.3.3350	hypothetical protein, conserved	ZUnknown	2890
Tb927.3.3360	acyltransferase, putative	Lipids	1401
Tb927.3.3370	hypothetical protein, conserved	ZUnknown	1289
Tb927.3.3380	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	1136
Tb927.3.3410	aspartyl aminopeptidase, putative,metallo-peptidase, Clan MH, Family M20	Protease	1554
Tb927.3.3440	phytanoyl-CoA dioxygenase (PhyH), putative	ZUnknown	1499
Tb927.3.3450	ADP-ribosylation factor-like protein 3A, putative	Vesicular.transport	695
Tb927.3.3460	SDH5 succinate dehydrogenase (complex II) subunit	Mito.e.transport	2156
Tb927.3.3470	cytochrome b5, putative (CYB5)	Mito.e.transport	561
Tb927.3.3480	U2 small nuclear ribonucleoprotein B, putative (RBP36 U2SNRNPB, U2B''	RNA.processing	1655
Tb927.3.3490	high mobility group protein, putative (TDP1)	Chromatin	2065
Tb927.3.3500	hypothetical protein, conserved	ZUnknown	1399
Tb927.3.3510	hypothetical protein, conserved	ZUnknown	1505
Tb927.3.3520	POMP25	Mito.membrane	1458
Tb927.3.3530	hypothetical protein, conserved	ZUnknown	1195
Tb927.3.3540	TbNup53b Inner ring, FG Nup facing both sides	Nuclear.transport	1729
Tb927.3.3550	hypothetical protein, conserved	ZUnknown	4855
Tb927.3.3560	U-box domain containing protein, putative	ZUnknown	3568
Tb927.3.3570	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	777
Tb927.3.3580	lipophosphoglycan biosynthetic protein, putative (LPG3)=GRP94 ER chaperone	Glycans	3497
Tb927.3.3590	U3 small nucleolar ribonucleoprotein protein MPP10, putative	rRNA.tRNA.process	2771
Tb927.3.3600	hypothetical protein	ZUnknown	1712
Tb927.3.3610	PEX7 peroxisomal targeting signal type 2 receptor	Glycosome	1811
Tb927.3.3620	hypothetical protein, conserved	ZUnknown	1483
Tb927.3.3630	EF-TS Mitochondrial elongation factor ts	Mito.translation	1346
Tb927.3.3640	FG-GAP repeat protein, putative,intergrin alpha chain protein, putative	Cytoskeleton	2680
Tb927.3.3650	hypothetical protein, conserved	ZUnknown	1700
Tb927.3.3660	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.pathway	1493
Tb927.3.3670	TRRM3	RNA.binding	2185
Tb927.3.3680	hypothetical protein, conserved	Mito.pathway	973
Tb927.3.3690	flagellar radial spoke protein-like, putative	Cytoskeleton	2462
Tb927.3.3700	hypothetical protein	ZUnknown	754
Tb927.3.3710	Scavenger mRNA decapping enzyme C-term binding, putative	ZUnknown	865
Tb927.3.3720	Golgi vesicular membrane trafficking protein, putative	Vesicular.transport	581
Tb927.3.3730	ABC transporter, putative	Transporter	6953
Tb927.3.3740	Zinc-finger double-stranded RNA-binding, putative	ZUnknown	3088
Tb927.3.3750	paraflagellar rod protein PFC7	Cytoskeleton	730
Tb927.3.3760	tryparedoxin (TRYP1)	Redox	956
Tb927.3.3770	paraflagellar rod protein PFC6	Cytoskeleton	1883
Tb927.3.3800	hypothetical protein, conserved	ZUnknown	3075
Tb927.3.3810	Etoposide-induced protein 2.4 (EI24), putative	ZUnknown	1285
Tb927.3.3820	hypothetical protein, conserved	ZUnknown	2148
Tb927.3.3830	hypothetical protein, conserved	ZUnknown	1447
Tb927.3.3840	Family of unknown function (DUF572), putative	ZUnknown	1215
Tb927.3.3850	Sec23-binding domain of Sec16, matches yeast proline-rich domain proteins associated with actin organisation	Vesicular.transport	4740
Tb927.3.3860	lipase, putative,triacylglycerol lipase, putative	Lipids	4155
Tb927.3.3870	lipase domain protein, putative	Lipids	4851
Tb927.3.3880	hypothetical protein, conserved	ZUnknown	1087
Tb927.3.3890	hypothetical protein, conserved	Mito.pathway	1053
Tb927.3.3900	carnitine O-palmitoyltransferase II, putative (CPT II)	Lipids	3924
Tb927.3.3910	RNApol Rpc34 family, pol III subunit, likely homologue of yeast RPC34	RNA.synthesis	1158
Tb927.3.3920	AUK2 serine/threonine-protein kinase	Protein.kinase	1151
Tb927.3.3940	DRBD11	RNA.binding	6474
Tb927.3.3950	hypothetical protein, conserved	ZUnknown	2411
Tb927.3.3960	DRBD6A	RNA.binding	3823
Tb927.3.3970	RNA binding protein, putative, LYAR-type C2HC zinc finger domain	RNA.binding	1292
Tb927.3.3980	hypothetical protein, conserved	ZUnknown	1660
Tb927.3.3990	KREPB6	Mito.RNA	1636
Tb927.3.4000	Adaptin complex AP1 sigma subunit	Vesicular.transport	635
Tb927.3.4010	hypothetical protein	ZUnknown	591
Tb927.3.4020	PI4 kinase	Signalling	7132
Tb927.3.4030	hypothetical protein, conserved	Mito.pathway	3651
Tb927.3.4040	Ankyrin repeats (3 copies), putative	ZUnknown	2094
Tb927.3.4050	hypothetical protein, conserved	ZUnknown	666
Tb927.3.4060	asparagine synthase, putative	ZUnknown	4409
Tb927.3.4120	hypothetical protein, conserved	ZUnknown	3335
Tb927.3.4130	hypothetical protein, conserved	ZUnknown	1081
Tb927.3.4140	hypothetical protein, conserved	ZUnknown	1771
Tb927.3.4150	hypothetical protein, conserved	ZUnknown	1406
Tb927.3.4160	XPC-binding domain/UBA/TS-N domain containing protein, putative	ZUnknown	1419
Tb927.3.4170	CRK9AP 	Cell.cycle	784
Tb927.3.4180	hypothetical protein	ZUnknown	2542
Tb927.3.4190	endosomal integral membrane protein, putative	Vesicular.transport	1996
Tb927.3.4200	Integral membrane protein S linking to the trans Golgi network, putative	ZUnknown	1316
Tb927.3.4210	hypothetical protein, conserved, dsRNA binding domain	Mito.pathway	5647
Tb927.3.4220	Zn-finger domain protein, putative	Zinc.finger	3077
Tb927.3.4230	CMF33 subtilisin-like serine peptidase	Cytoskeleton	5729
Tb927.3.4240	tryparedoxin 2, TRX2	Redox	1279
Tb927.3.4250	hypothetical protein, conserved	ZUnknown	1774
Tb927.3.4260	Acyl-coenzyme A thioesterase, putative	Mito.pathway	2369
Tb927.3.4270	hypothetical protein, conserved	ZUnknown	4963
Tb927.3.4280	mismatch repair protein MSH5	DNA	2736
Tb927.3.4290	paraflagellar rod component PFR1	Cytoskeleton	2106
Tb927.3.4340	diphthamide synthesis protein, putative	Enzyme	1087
Tb927.3.4350	twin BRCT domain containing protein, putative	ZUnknown	2394
Tb927.3.4370	Vesicle coat protein involved in Golgi to plasma membrane transport, putative	ZUnknown	1765
Tb927.3.4380	Tob55, SAM50	Mito.biogenesis	1529
Tb927.3.4390	dihydrolipoamide dehydrogenase, putative (GCVL-1)	Enzyme	1536
Tb927.3.4400	BBP41	Cytoskeleton	1117
Tb927.3.4410	pre-RNA processing PIH1/Nop17, putative	ZUnknown	697
Tb927.3.4420	hypothetical protein, conserved, alpha/beta hydrolase domain	Enzyme	1332
Tb927.3.4430	hypothetical protein, conserved	ZUnknown	1986
Tb927.3.4440	hypothetical protein, conserved	ZUnknown	1243
Tb927.3.4450	hypothetical protein, conserved	ZUnknown	1399
Tb927.3.4460	hypothetical protein, conserved	ZUnknown	1298
Tb927.3.4470	hypothetical protein, conserved	ZUnknown	1609
Tb927.3.4480	hypothetical protein, conserved	ZUnknown	1202
Tb927.3.4490	protein farnesyltransferase alpha subunit, putative	Prenylation	2694
Tb927.3.4500	fumarate hydratase, class I (FHc)	Citric.acid.cycle	3502
Tb927.3.4510	hypothetical protein, conserved	ZUnknown	4286
Tb927.3.4520	hypothetical protein, conserved	ZUnknown	1226
Tb927.3.4530	hypothetical protein, conserved	ZUnknown	768
Tb927.3.4540	NOL1/NOP2/sun family, putative	ZUnknown	1518
Tb927.3.4550	KRIPP6/TbPPR6 Kinetoplast ribosomal PPR-repeat containing protein	Mito.translation	2028
Tb927.3.4560	AMPKalpha2 	Protein.kinase	3770
Tb927.3.4570	UDP-GlcNAc:PI a1-6 GlcNAc-transferase, putative	Glycans	3102
Tb927.3.4580	hypothetical protein, conserved	ZUnknown	3249
Tb927.3.4590	hypothetical protein, conserved	ZUnknown	1822
Tb927.3.4600	hypothetical protein, conserved	ZUnknown	4519
Tb927.3.4610	Right handed beta helix region, putative	ZUnknown	9306
Tb927.3.4620	AAA domain containing protein, putative	ZUnknown	4880
Tb927.3.4630	UDP-glucose:glycoprotein glucosyltransferase, ER quality control	Glycans	5573
Tb927.3.4640	POMP26	Mito.membrane	2285
Tb927.3.4650	C-8 sterol isomerase, putative	Sterols	1534
Tb927.3.4660	WD domain, G-beta repeat, putative	ZUnknown	1791
Tb927.3.4670	CRK10 cdc2- like protein kinase	Protein.kinase	2458
Tb927.3.4680	RAB GDP dissociation inhibitor alpha, putative	Signalling	2135
Tb927.3.4690	DTW domain containing protein, putative	ZUnknown	2010
Tb927.3.4700	Domain of unknown function (DUF4379), putative	ZUnknown	1224
Tb927.3.4710	hypothetical protein, conserved	ZUnknown	2522
Tb927.3.4720	dynamin, putative,vacuolar sortin protein 1, putative	Vesicular.transport	2953
Tb927.3.4730	leucine-rich repeat protein (LRRP)	LRRP	1377
Tb927.3.4740	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus, putative	ZUnknown	1323
Tb927.3.4750	aminopeptidase, putative,metallo-peptidase, Clan MA(E) Family M1	Protease	2845
Tb927.3.4800	hypothetical protein, conserved	ZUnknown	1942
Tb927.3.4810	DNA replication complex GINS protein SLD5, putative	DNA	1566
Tb927.3.4820	acyltransferase, putative	Lipids	1224
Tb927.3.4830	hypothetical protein	ZUnknown	2504
Tb927.3.4840	ubiquitin hydrolase, putative,cysteine peptidase, Clan CA, family C19, putative	Ubiquitin.proteasome	3218
Tb927.3.4850	enoyl-CoA hydratase, mitochondrial precursor, putative	Lipids	2012
Tb927.3.4860	MKK1 protein kinase	Protein.kinase	1211
Tb927.3.4870	hypothetical protein, conserved	ZUnknown	2125
Tb927.3.4880	nucleosome assembly protein (NAP), putative	ZUnknown	1915
Tb927.3.4890	ubiquinone biosynthesis protein COQ7 homolog, putative	Mito.pathway	625
Tb927.3.4900	tRNA isopentenyltransferase, putative	rRNA.tRNA.process	1438
Tb927.3.4910	signal peptide peptidase, putative,aspartic peptidase, clan AD, family A22B, putative	Vesicular.transport	1275
Tb927.3.4920	LETM1 and EF-hand domain-containing protein 1, inner mitochondrial membrane?	Mito.pathway	1964
Tb927.3.4930	hypothetical protein, conserved	ZUnknown	2016
Tb927.3.4940	5-histidylcysteine sulfoxide synthase, 1st step ovothiol s/s	Redox	3568
Tb927.3.4950	hypothetical protein, conserved	ZUnknown	1638
Tb927.3.4960	Trypanosome-specific kinesin family 2	Cytoskeleton	5138
Tb927.3.4970	hypothetical protein, conserved	ZUnknown	3315
Tb927.3.4990	oxidoreductase, putative	Enzyme	1635
Tb927.3.5000	hypothetical protein, conserved	ZUnknown	1861
Tb927.3.5010	hypothetical protein, conserved	ZUnknown	1763
Tb927.3.5020	Flagellar Member 6 (FLAM6)	Cytoskeleton	4464
Tb927.3.5030	KU70 protein (KU70)	DNA	2477
Tb927.3.5040	hypothetical protein, conserved	ZUnknown	1953
Tb927.3.5050	60S ribosomal protein L4	Ribosome	1233
Tb927.3.5060	Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative	ZUnknown	1083
Tb927.3.5070	hypothetical protein, conserved	ZUnknown	3011
Tb927.3.5080	PSP1 C-terminal conserved region, putative	ZUnknown	4955
Tb927.3.5090	tryparedoxin, putative	Redox	1634
Tb927.3.5100	TFIIH basal transcription factor subunit XPB	RNA.synthesis	3235
Tb927.3.5110	hypothetical protein, conserved, no domains	ZUnknown	1533
Tb927.3.5120	Ankyrin repeats (3 copies), putative	ZUnknown	2344
Tb927.3.5130	exonuclease, putative	ZUnknown	2274
Tb927.3.5140	exonuclease, putative	ZUnknown	4219
Tb927.3.5150	exonuclease, putative	RNA.degradation	1428
Tb927.3.5160	BBP136	Cytoskeleton	4773
Tb927.3.5170	hypothetical protein, conserved	ZUnknown	1493
Tb927.3.5180	cofilin/actin depolymerizing factor, putative	Cytoskeleton	629
Tb927.3.5190	hypothetical protein, conserved	ZUnknown	2126
Tb927.3.5200	hypothetical protein, conserved	ZUnknown	942
Tb927.3.5210	hypothetical protein, conserved	ZUnknown	2391
Tb927.3.5220	hypothetical protein, conserved	ZUnknown	4440
Tb927.3.5230	DNA repair protein, putative	DNA	1874
Tb927.3.5240	Mitchondrial SSU ribosomal associated KRIPP8 (PPR)	Mito.translation	2110
Tb927.3.5250	ZC3H8	RNA.binding	1979
Tb927.3.5260	hypothetical protein, conserved	ZUnknown	1906
Tb927.3.5270	DNA-directed RNA polymerases II subunit, putative (RPB4)	RNA.synthesis	955
Tb927.3.5280	spliceosome-associated protein 49, SF3b(SAP)49 (DRBD1)	RNA.processing	1000
Tb927.3.5290	hypothetical protein, conserved	ZUnknown	3458
Tb927.3.5300	hypothetical protein, conserved, sigpep, no domains	ZUnknown	888
Tb927.3.5310	paraflagellar rod protein,I2 antigen	Cytoskeleton	6580
Tb927.3.5320	hypothetical protein, conserved, UBX5 of yeast 3e-4, blast-back +ve, interaction with ubiquitinated proteins	Ubiquitin.proteasome	1542
Tb927.3.5330	ADP-ribosylation factor GTPase activating protein, centaurin beta 5 (Cnt-b5)	Vesicular.transport	1072
Tb927.3.5340	Hsc70-interacting protein (Hip), putative	Chaperone	1497
Tb927.3.5350	hypothetical protein, conserved, no known domains	ZUnknown	1444
Tb927.3.5360	FHA domain containing protein, putative	ZUnknown	1732
Tb927.3.5370	hypothetical protein, conserved	ZUnknown	1589
Tb927.3.5380	Tubulin-tyrosine ligase family, putative	ZUnknown	2027
Tb927.3.5390	Ring finger domain containing protein, putative	ZUnknown	3832
Tb927.3.5400	RIO1 protein kinase	Protein.kinase	1996
Tb927.3.5410	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	1052
Tb927.3.5420	protein transport protein Sec24	Vesicular.transport	3064
Tb927.3.5430	hypothetical protein, conserved	ZUnknown	1664
Tb927.3.5440	SNF2 DNA repair protein, putative	DNA	4586
Tb927.3.5450	BBP96	Cytoskeleton	2736
Tb927.3.5460	RBSR3	RNA.processing	2207
Tb927.3.5470	hypothetical protein, conserved	ZUnknown	1284
Tb927.3.5480	hypothetical protein, conserved	ZUnknown	1856
Tb927.3.5490	flagellar transport protein, putative (PIFTB2)	Cytoskeleton	3002
Tb927.3.5500	DNA-directed RNA polymerase II subunit 3, putative, (RPB3)	RNA.synthesis	1381
Tb927.3.5510	hypothetical protein, conserved	ZUnknown	2687
Tb927.3.5520	26S proteasome regulatory non-ATPase subunit (RPN1)	Ubiquitin.proteasome	4599
Tb927.3.5530	Tb-292 membrane associated protein	Membrane.protein	9463
Tb927.3.5540	FAP133, Component of the IFT dynein motor	Cytoskeleton	2217
Tb927.3.5550	small GTP-binding protein, putative (TbRX1)	Signalling	1156
Tb927.3.5560	hypothetical protein, conserved	ZUnknown	532
Tb927.3.5570	syntaxin, putative	Vesicular.transport	1155
Tb927.3.5580	tryptophanyl-tRNA synthetase, putative	Translation.tRNA	1541
Tb927.3.5590	hypothetical protein, conserved	ZUnknown	2140
Tb927.3.5600	hypothetical protein, conserved	ZUnknown	972
Tb927.3.5610	ribosomal protein L3 mitochondrial, putative	Mito.translation	1725
Tb927.3.5620	FACT complex subunit SPT16, involved in pol II trasncription initiation, histone H2A/B dissociation from chromatin	RNA.synthesis	3944
Tb927.3.5630	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Lipids	976
Tb927.3.5640	nuclear transcription factor, putative	RNA.synthesis	1905
Tb927.3.5650	protein kinase, putative,serine/threonine protein kinase, putative	Protein.kinase	4383
Tb927.3.5660	GnT11 UDP-GlcNAc:	Glycans	2552
Tb927.3.5670	hypothetical protein	ZUnknown	672
Tb927.3.5690	hypothetical protein, conserved	ZUnknown	993
Tb927.3.5700	hypothetical protein, conserved	ZUnknown	1062
Tb927.3.5720	hypothetical protein, conserved	ZUnknown	1065
Tb927.3.5760	hypothetical protein, conserved, brucei-evansi specific, SET domain	ZUnknown	3760
Tb927.3.5770	hypothetical protein	ZUnknown	453
Tb927.3.5780	hypothetical protein	ZUnknown	528
Tb927.3.580	leucine-rich repeat protein (LRRP)	LRRP	1760
